[2026-06-22 21:10:24] ======================================================================
[2026-06-22 21:12:26] Reclassified product 107 'Organic Tomatoes': Fruits & Vegetables -> Vegetables | Confidence: 1.10
[2026-06-22 21:12:26] Reclassified product 108 'Organic Onions': Fruits & Vegetables -> Vegetables | Confidence: 1.10
[2026-06-22 21:12:26] Reclassified product 109 'Organic Carrots': Fruits & Vegetables -> Vegetables | Confidence: 1.10
[2026-06-22 21:12:26] Reclassified product 110 'Organic Capsicum': Fruits & Vegetables -> Vegetables | Confidence: 1.10
[2026-06-22 21:12:26] Reclassified product 111 'Britannia Pineapple Cake': Dairy & Bakery -> Bakery | Confidence: 0.96
[2026-06-22 21:12:26] Reclassified product 112 'Britannia Chocolate Cake': Dairy & Bakery -> Bakery | Confidence: 0.96
[2026-06-22 21:12:26] Reclassified product 113 'Muffins (Blueberry)': Dairy & Bakery -> Bakery | Confidence: 0.60
[2026-06-22 21:12:26] Reclassified product 114 'Black Forest Pastry': Dairy & Bakery -> Bakery | Confidence: 0.96
[2026-06-22 21:12:27] Reclassified product 123 'Mango Alphonso': Fruits & Vegetables -> Fruits | Confidence: 1.40
[2026-06-22 21:12:27] Reclassified product 124 'Watermelon': Fruits & Vegetables -> Fruits | Confidence: 1.04
[2026-06-22 21:12:27] Reclassified product 125 'Papaya': Fruits & Vegetables -> Fruits | Confidence: 1.04
